sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
719,ParlaMint-NL_2017-10-12-tweedekamer-3.u237,PvdD,2017,"Dank u wel, voorzitter. En dank u wel, meneer Asscher. We hoorden grote woorden van de heer Pechtold tijdens de presentatie van het regeerakkoord. Het regeerakkoord zou het meest ambitieuze klimaatakkoord voor Nederland zijn. We zouden nu werkelijk wat gaan doen aan het klimaat. In eerste instantie sprong mijn hart natuurlijk op. Ik dacht: o, wat is dit fijn. Vervolgens ging ik kijken naar de maatregelen. Het zijn allemaal maatregelen die na de regeerperiode van de heer Pechtold misschien aan de orde zullen gaan komen. Kolencentrales gaan misschien dicht in 2030; het hangt af van het tijdpad dat de kolencentrales zelf mogen vaststellen. De treinkaartjes worden duurder. Mensen worden dus gewoon weer in hun auto gejaagd. Het enige wat de heer Pechtold doet, is de CO-uitstoot die er is, letterlijk onder het tapijt vegen.",2,1,1,1,2,2,3
720,ParlaMint-NL_2020-06-02-eerstekamer-5.u3,CDA,2020,"Voorzitter. In het vorig jaar gesloten Klimaatakkoord staat dat alle Nederlandse huizen in 2050 van het gas af moeten zijn. Dat zijn zeven miljoen woningen in 30 jaar tijd, 233.000 per jaar. Deze plannen — noem het gerust waanideeën — om de gebouwde omgeving van het aardgas te koppelen, kosten de belastingbetaler miljarden en dienen geen enkel nuttig doel. Het verbod op aardgas, dat inmiddels is ingegaan voor nieuwe woningen, zorgt op de al zo gespannen huizenmarkt voor nog hogere bouwkosten. De eerste proefballonnetjes aardgasvrije wijken die dit kabinet heeft opgelaten voor zo'n 150 miljoen euro blijken één grote flop, zo rapporteerde de Rekenkamer twee weken geleden. Het Sociaal en Cultureel Planbureau memoreerde eerder al een legitimatieprobleem voor het verbod op aardgas. Er is veel wantrouwen en terecht. Veel burgers voelen er werkelijk waar niets voor om op te draaien voor een gasverbod dat werkelijk nergens ter wereld bestaat zoals in Nederland. Sterker nog, net over de grens in Duitsland wordt subsidie verstrekt om over te stappen op aardgas. Natural gas is daar groen. Het is de overtuiging van Forum voor Democratie dat de kans op dergelijke elektriciteitscrises toeneemt naarmate een steeds groter deel van onze energievoorziening en -opwekking afhankelijk wordt gemaakt van het weer, windturbines en zonnepanelen, dus die alleen maar elektriciteit opwekken wanneer de zon schijnt en het waait.",5,2,2,2,1,1,4
721,ParlaMint-NL_2019-11-26-tweedekamer-24.u98,PvdA,2019,"Nog even iets over het vorige punt, de opvang in de regio. Ik had het er net ook al even over met meneer Weverling. Waar opvang in de regio is, zijn vaak net niet de plekken waar de grondoorzaken van migratie zich afspelen. Die grondoorzaken zijn vaak op plekken verder weg. Die grondoorzaken, waar ik het net ook al even over had, zijn heel vaak conflicten, maar ook klimaatverandering, waar het Noorden van de wereld helaas ook zelf een behoorlijke voetafdruk op heeft, én groeiende ongelijkheid.",1,3,1,1,1,1,1
722,ParlaMint-NL_2021-10-26-tweedekamer-25.u206,PvdD,2021,"Ik ben benieuwd of de minister kennis heeft genomen van dit nieuws en ook van het nieuws vandaag over dat grote vogelgriepvirus. Wat gaan we dan doen? Voor de zomer kwam de expertgroep zoönosen naar aanleiding van onze aangenomen motie met een aantal glasheldere aanbevelingen. Verminder het aantal dieren in de veehouderij. Verminder het aantal dieren per bedrijf en per regio. Verminder het aantal pluimveebedrijven in waterrijke gebieden. Neem maatregelen tegen klimaatverandering en biodiversiteitsverlies. Voorzitter. Feit is dat het budget voor preventie de afgelopen twintig jaar gestaag is gedaald. Nederlanders betalen tegenwoordig €5.000 per persoon per jaar aan geneeskundige en langdurige zorg, maar slechts €21 wordt besteed aan gezondheidsbevordering. Wat ons betreft dus pappen, nathouden en oplappen. In 2022 gaan uitgaven aan de gezondheidsbevordering verder omlaag met meer dan 6 miljoen, terwijl de Kamer met mijn aangenomen motie heeft uitgesproken dat het preventiebudget op z'n minst op niveau moet blijven. Sterker nog, structureel is er meer dan een miljard euro nodig om echte meters te maken. Het kabinet heeft nog steeds een demissionaire status, maar hoe gaan we dit nou repareren op dit moment?",2,1,2,1,3,1,1
723,ParlaMint-NL_2022-02-10-tweedekamer-4.u8,D66,2022,"Actueel is het zeker. Dat wil ik niet betwisten. Maar het heeft niets te maken met die Landbouwraad die al op 15 en 16 november is gehouden en waarover u toen al vergaderd hebt. Daar is het niet aan de orde gekomen. Dus het staat buiten de orde. En als ik gewoon naar het reglement van orde kijk, kun je alleen een motie indienen over hetgeen waarover is gedelibereerd. Dit is daarbij niet ter sprake gekomen. Dat geldt voor de eerste drie moties: de zeearend, de windturbines en zeker het Sterrebos.",1,1,1,1,2,1,1
724,ParlaMint-NL_2018-12-11-tweedekamer-28.u71,CDA,2018,"De dekking viel mij op. Ik heb mevrouw Agema dat ook horen zeggen in het algemeen overleg, namelijk de dubbele declaraties. Ik kan niet goed nagaan wat u daarmee bedoelt. Het enige wat ik weet is dat er eerder een debat daarover is geweest, toen nog met mijn voorganger Schippers en dat naar aanleiding daarvan is geconstateerd dat er niet zozeer sprake is van onrechtmatige dubbele declaraties, dus dat voor dezelfde zorghandeling een dubbele declaratie wordt ingediend. Het komt in de praktijk wel voor dat de begeleiding van de bevalling begint bij de verloskundige, maar op enig moment wordt overgenomen door de gynaecoloog.",1,1,1,1,1,1,1
725,ParlaMint-NL_2018-09-21-tweedekamer-6.u177,GroenLinks,2018,Dan zal ik het anders formuleren. Hij hoeft helemaal niemand te steunen. Ik zou het op prijs stellen als de heer Rutte hier zou zeggen dat we niet aan bangmakerij moeten doen als het over klimaatverandering gaat.,1,1,1,1,1,2,3
726,ParlaMint-NL_2018-04-11-tweedekamer-8.u142,PvdA,2018,"We krijgen voor mijn gevoel een wat gek debat. Aan de ene kant spreken veel woordvoerders, en ook de staatssecretaris, warme woorden over de sociale werkvoorziening. Die is van groot belang: als opstap naar werk, als opvang en misschien ook wel voor vast werk. Maar tegelijkertijd zeggen we dat het aan gemeenten is en dat we vooral hópen dat die voorzieningen in stand worden gehouden en worden vernieuwd. De staatssecretaris zegt niet vanuit Den Haag te willen regelen dat ze er verplicht zijn. Dan verwijs ik toch even naar de Sociaal-Economische Raad, werkgevers, werknemers en kroonleden, die grote zorgen uiten over het verlies van kennis en expertise als verschillende gemeenten in één regio allemaal afscheid nemen van die sociale werkvoorziening. Dan ben je al die kennis kwijt en blijven al die mensen langer op de bank zitten. Is de staatssecretaris dus wel bereid om per arbeidsmarktregio afspraken te maken, zoals de SER aanbeveelt, om ervoor te zorgen dat die kennis en expertise behouden blijven?",1,1,1,1,1,1,1
727,ParlaMint-NL_2019-07-02-eerstekamer-10.u97,D66,2019,"Nou, volgens mij vindt de bestuurder van PME en PMT dat in ieder geval niet. Die heeft in de krant gezegd dat hij dat niet verantwoord vindt. Maar dat volledig terzijde. Ik heb gezegd: in het huidige stelsel sturen we op een minimaal vereist eigen vermogen van 104,3%. In het nieuwe stelsel gaan we sturen op een dekkingsgraad van 100%. Ik vind het ook verantwoord en legitiem om daar op te gaan sturen. Dus alle fondsen die een dekkingsgraad hebben van boven de 100% hoeven dan niet te korten. Alle fondsen die daaronder zitten, moeten wel korten, want zij hebben onvoldoende geld in kas, niet voor één jaar, maar dan voor een periode van vijf jaar.",1,1,1,1,1,1,1
728,ParlaMint-NL_2021-05-18-eerstekamer-5.u9,FvD,2021,"Het probleem is dat het kabinet er wel over is gevallen, maar het probleem nog niet is opgelost. We hebben gezien dat er gister weer een verkeerde mailing is uitgegaan naar allerlei mensen. Het probleem wordt dus niet opgelost, ondanks dat het kabinet demissionair is.",1,1,1,1,1,1,1
729,ParlaMint-NL_2020-02-13-tweedekamer-2.u205,D66,2020,"Het tweede punt is: wij wachten als Nederland niet op andere landen. We maken onze eigenstandige afweging. Er zou bijvoorbeeld in Italië of in een ander land een heel ander kabinet kunnen zitten en een heel andere formatie, die misschien alles geweldig of juist alles verschrikkelijk vindt. Wij moeten dat zelf wegen. Op dit moment is het niet aan de orde hoe andere landen ernaar kijken. Er zijn dertien landen. Het omgekeerde kan ik ook stellen. Denemarken, Zweden en Finland zijn inderdaad ook de landen die koploper zijn en vooruitlopen op duurzaamheid, vrouwenrechten, handel en de rol van vakbonden.",1,1,1,1,1,1,1
730,ParlaMint-NL_2019-11-14-tweedekamer-9.u23,PVV,2019,"Er is helemaal geen crisis. Zoals ik al in mijn eerste termijn zei: daar staat de crisis. U bent de crisis van Nederland. Premier Rutte is de crisis van Nederland. Wij hebben geen stikstofcrisis. Kijkt u naar een grote ochtendkrant van vanmorgen, ik geloof De Telegraaf. De stikstofuitstoot in Nederland gaat als een pijl recht naar beneden.",1,1,2,1,1,1,4
731,ParlaMint-NL_2021-10-27-tweedekamer-8.u276,PVV,2021,"Ik zou graag even doorgaan op de vragen van de heer Stoffer, die zeer relevant waren, over de haalbaarheid van de doelen. Nederland is zelf akkoord gegaan, heeft zelfs gepleit voor ophoging van de doelen naar 55%. Hoe haalbaar is dat nu eigenlijk? Toegegeven, de PVV kan dat allemaal niet zo veel schelen; wat ons betreft gaan die doelen allemaal van tafel. Maar gezien de miljarden die eraan worden verspild, heb ik er toch een vraag over. Het PBL heeft aangegeven dat Nederland waarschijnlijk niet verder komt dan 34% — dat is nogal een verschil — en dat Nederland de klimaatinspanningen moet verdubbelen om de doelen alsnog te halen. Het Internationaal Energie Agentschap zegt daarover dat 2020 een recordjaar was qua CO-uitstoot en dat de uitstoot de komende jaren alleen nog maar verder zal stijgen. En uit de Innovatiemonitor 2021 blijkt dat tienduizenden Nederlandse bedrijven deze eeuw geen maatregelen nemen om hun uitstoot te verminderen.",2,1,4,1,1,2,3
732,ParlaMint-NL_2021-11-02-tweedekamer-20.u18,PvdA,2021,"De heer Erkens spreekt hele mooie woorden over hoe we groene industriepolitiek gaan voeren. Ik herinner me ook nog de maidenspeech van de heer Erkens, die ging over het gebied waar hij vandaan komt: Limburg. Toen de mijnen dichtgingen, is er heel veel sociale ellende geweest. En nu staan we weer voor een enorme transitie, waarbij alle fossiele banen gaan verdwijnen uit Nederland, als ik het zo hoor. Dat maakt op zich niet uit, want daar komen meer groene banen voor terug. Maar het lijkt me wel belangrijk dat we oog hebben voor de individuen die nu een fossiele baan hebben en die hopelijk een groene baan gaan krijgen. Is meneer Erkens bereid om een werkgarantiefonds op te stellen, zodat als mensen tussen wal en schip vallen, zij met behoud van inkomen groene skills kunnen leren en door kunnen stromen naar een groene baan?",4,2,1,1,1,1,2
733,ParlaMint-NL_2021-12-01-tweedekamer-7.u62,GroenLinks,2021,"643. Het is 643 dagen geleden sinds patiënt nul en al 643 dagen hebben we te maken met coronabeleid dat in binnen- en buitenland de krantenkoppen siert. En dat is niet omdat we nou zo goed doen in Nederland. Dat is omdat we code zwart naderen, dat is omdat het aantal coronabesmettingen wereldwijd tot de hoogste behoort en dat is omdat het demissionaire kabinet keer op keer veel te laat reageert. We draaien al 643 dagen in rondjes met elkaar en we hebben ook dit debat al eerder gevoerd en al deze onderwerpen al eerder besproken. Opnieuw gaat het over het te laat beginnen met vaccineren, waarom kwetsbaren niet eerder een booster krijgen. Opnieuw gaat het over de vraag waarom reizigers niet verplicht worden getest op Schiphol. Opnieuw gaat het over de vraag of de maatregelen wel of niet genoeg zijn. We zitten in een spiraal naar beneden. Ik zie dat er te weinig lerend vermogen is bij het demissionaire kabinet, dat we geen langetermijnstrategie hebben. Voorzitter. Het is van fundamenteel belang dat het OMT en het RIVM het demissionaire kabinet van tegenspraak kunnen voorzien en dat journalisten ons allemaal goed kunnen controleren, maar zo werkt het nu niet. Ik vind dat die voorwaarden nu niet genoeg op orde zijn. Want niet het OMT bepaalt waarover het wetenschappelijk advies wil geven, maar het ministerie van VWS. Krijgt het demissionaire kabinet daardoor wel voldoende ongevraagd advies? Hoewel het RIVM een uitstekende reputatie heeft als onderzoeksinstituut, wordt het continu gevraagd om politieke beleidskeuzes te modelleren. Zijn die rollen niet te veel vermengd geraakt? Wat vindt het demissionair kabinet daarvan? Ook journalisten kunnen hun taak tijdens de persconferenties niet optimaal vervullen, want hoe kunnen zij aan het demissionair kabinet kritische vragen stellen als zij op dat moment nog niet alle stukken hebben?",1,1,1,1,1,1,1
734,ParlaMint-NL_2018-03-06-tweedekamer-29.u2,GroenLinks,2018,"Voorzitter, dank u wel. We hebben in het AO uitvoerig van gedachten gewisseld over de NVWA. Ik denk dat we dat nog veel meer gaan doen. Ik heb aangegeven dat er nog wel wat winst te boeken zou zijn op het gebied van de bestrijding van mestfraude. Ik kom daar zo in de motie op terug. Er is door de NVWA, vanaf de werkvloer, een aantal praktische suggesties gedaan. Ik geef, niet limitatief, een paar voorbeelden. Er is de suggestie gedaan om AGR-GPS verplicht te stellen. Ook is er gesuggereerd om de huur van mestopslagen verplicht te registreren, want ook daarmee wordt gefraudeerd. Zo kun je daar beter vat op krijgen. Daarnaast is er de suggestie gedaan van onaangekondigde controles op wat we noemen de ""monsterkabinetten"". Dat zijn geen kabinetten in vak-K, maar kastjes in vrachtwagens waarmee de sturing van apparatuur wordt geregeld.",1,1,1,1,1,1,1
735,ParlaMint-NL_2019-04-02-tweedekamer-26.u86,VVD,2019,"Zij vraagt ook in hoeverre deze onderneming nog verankerd blijft in het regionale ecosysteem. Ik kan ook niet helemaal beoordelen wat de toekomstige plannen zijn, maar ik heb de nieuwe directie gesproken. Ik heb me uitvoerig laten voorlichten over hoe de focus op duurzaamheid is en hoe er geïnvesteerd wordt in een groene economie, in waterstof in Delfzijl, in de opwekking van duurzame energie, zelfs met windparken, en in duurzame grondstoffen, ook in samenwerking met allerlei andere industriële partners.",2,1,1,1,1,1,1
736,ParlaMint-NL_2018-12-19-tweedekamer-11.u145,D66,2018,"Het zijn geen wegkijkers of zwartkijkers, maar vooruitkijkers. Dankzij hen hebben we vandaag een wettelijke basis voor een langetermijnaanpak van een van de grootste problemen van onze tijd. Wanneer wij, als rijk en innovatief land, erin slagen om onze welvaart te laten groeien en tegelijkertijd onze hogere CO-uitstoot per hoofd van de bevolking sterk te reduceren, zullen veel andere landen ons voorbeeld volgen. Ambitieus klimaatbeleid biedt naast milieuwinst nog zo veel meer: exportkansen, banen, schone lucht, comfortabele en energiezuinige huizen voor onze inwoners. Het feit dat er zo veel partijen onder deze Klimaatwet staan, 117 zetels, geeft ook veel vertrouwen dat er in een volgende Kamer voldoende politieke steun zal bestaan voor ambitieus klimaatbeleid.",4,2,2,1,3,2,1
