original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
1477,pvdd,2023,pvdd-2023.pdf,87-89,"Het opleiden (en omscholen) van technici in onder andere duurzame energie, duurzaam bouwen en duurzaam voedsel is van cruciaal belang.",Betreft het opleiden van technici voor de energietransitie en duurzame sectoren,"duurzame energie, energietransitie, onderwijs, duurzaam bouwen",2,1,1,1,1,1,1,economic,2,0,False
1478,pvdd,2023,pvdd-2023.pdf,90-92,"De Partij voor de Dieren wil uitdrukkelijk de kunst-, cultuur- en erfgoedsector betrekken bij maatschappelijke vraagstukken, zoals de aanpak van de klimaat- en natuurcrisis en de woningcrisis.",Benoemt expliciet de klimaat- en natuurcrisis als maatschappelijk vraagstuk waarbij de cultuursector betrokken moet worden,"klimaatcrisis, natuurcrisis",1,1,1,1,2,1,1,health_environment,2,0,False
1479,pvdd,2023,pvdd-2023.pdf,90-92,"Er komt beleid op klimaat en milieu voor de cultuursector, zodat de sector de eigen ecologische voetafdruk kan verkleinen. Daarnaast kan dit ook bijdragen aan meer bewustwording over klimaat, natuur en milieu.",Beschrijft concreet klimaatbeleid voor de cultuursector gericht op CO2-reductie en klimaatbewustwording,"klimaatbeleid, ecologische voetafdruk, klimaatbewustwording",1,1,1,1,2,1,1,health_environment,2,0,False
1480,pvdd,2023,pvdd-2023.pdf,90-92,"De creatieve sector en de erfgoedwereld worden vaker betrokken bij het aanpakken van maatschappelijke opgaven, zoals de klimaatcrisis.",Stelt voor om de creatieve sector in te zetten bij de aanpak van de klimaatcrisis,klimaatcrisis,1,1,1,1,1,1,1,economic,1,0,False
1481,pvdd,2023,pvdd-2023.pdf,91-95,"De klimaat- en natuurcrisis worden stelselmatig niet serieus genomen, waardoor zelfs de rechter eraan te pas moet komen om de overheid tot daden te dwingen.",Direct over klimaatcrisis en het falen van de overheid om klimaatbeleid serieus te nemen,"klimaatcrisis, klimaatbeleid, rechterlijke uitspraken",1,4,1,1,1,4,2,moral,4,2,False
1482,pvdd,2023,pvdd-2023.pdf,98-100,"De gaskraan in Groningen gaat definitief dicht, en blijft dicht. Omdraaiing van bewijslast is en blijft een leidend principe. Investeringen in versterking van huizen gaan gepaard met verduurzaming.",Directe verwijzing naar het sluiten van de gaskraan in Groningen en koppeling van huizenversterking aan verduurzaming in de context van energietransitie,"gaswinning, verduurzaming, energietransitie",2,1,1,1,2,1,1,economic,2,0,False
1483,pvdd,2023,pvdd-2023.pdf,99-101,"Er wordt direct opgetreden tegen de ziekmakende vervuiling van Tata Steel en Chemours, om een nog grotere ramp voor de omwonenden, natuur en milieu te voorkomen. De vergunningen van de meest vervuilende onderdelen van Tata Steel worden per direct ingetrokken. We dwingen Chemours tot zo snel mogelijk nul uit de pijp.",Betreft directe maatregelen tegen industriële vervuilers die relevant zijn voor CO2-uitstoot en klimaatgerelateerde milieuvervuiling,"uitstoot, vervuiling, industrie, emissies",1,2,1,1,4,4,2,health_environment,4,2,False
1484,pvdd,2023,pvdd-2023.pdf,101-103,"De wereld staat op een kantelpunt en dat merk je. Overal ter wereld gaan mensen van alle leeftijden en achtergronden de straat op om actie te eisen om onze Aarde leefbaar te houden, grote vervuilers aan te pakken en onze gezondheid te beschermen. Steeds meer mensen laten zich horen tegen onrecht: onrecht tegen mensen die het al moeilijk hebben en onrecht tegen miljarden dieren. Demonstreren heeft de maatschappij veel gebracht en we hebben er een groot deel van onze verworvenheden aan te danken. Het demonstratierecht is daarom ook een groot goed dat we moeten koesteren.",Dit blok gaat over demonstraties voor klimaatactie en het leefbaar houden van de Aarde tegen grote vervuilers,"klimaatactivisme, demonstratierecht, milieubescherming",1,4,1,1,2,4,2,moral,4,2,False
1485,pvdd,2023,pvdd-2023.pdf,102-104,"Digitalisering brengt ons veel. We kunnen makkelijk in contact blijven met elkaar, efficiënter werken en hebben een ongelofelijke hoeveelheid informatie binnen handbereik. De nadelen van digitalisering worden echter ook steeds duidelijker. Digitale technologie gebruikt steeds meer energie en water, nepnieuws maken en verspreiden was nog nooit zo makkelijk, bedrijven hebben steeds meer gegevens en macht en de Autoriteit Persoonsgegevens concludeerde dat inmiddels iedereen ervan uit moet gaan betrokken te zijn geweest bij een datalek. De snelle ontwikkeling van kunstmatige intelligentie (AI) maakt extra duidelijk dat er nieuwe regels moeten komen. We zorgen dat de positieve kansen, bijvoorbeeld op een betere gezondheidszorg en effectiever klimaatbeleid, benut worden terwijl we de risico's beperken.",Noemt expliciete koppeling tussen kunstmatige intelligentie en effectiever klimaatbeleid als positieve kans,"klimaatbeleid, kunstmatige intelligentie, digitalisering",2,1,2,1,2,1,2,economic,2,0,False
1486,pvdd,2023,pvdd-2023.pdf,102-104,Een 'slim' apparaat vragen het licht uit te doen kost nu net zoveel energie als het licht een uur lang laten branden. Er komen strenge duurzaamheidsnormen voor de ICT-sector.,Behandelt energiegebruik van digitale technologie en pleit voor duurzaamheidsnormen in ICT-sector,"energiegebruik, duurzaamheidsnormen, ICT-sector",2,1,2,1,2,1,1,economic,2,0,False
1487,pvdd,2023,pvdd-2023.pdf,105-109,"Over grenzen heen denken zit in het DNA van de Partij voor de Dieren. Al onze activiteiten en al onze oplossingen zijn gebaseerd op een planeetbreed, ecocentrisch perspectief. Onze doelen gaan over universele behoeften, ongeacht het land waar je woont: alle wereldburgers (mens én dier) hebben recht op een veilige, gezonde en stabiele leefomgeving. Maar die staat wereldwijd onder grote druk door verschillende crises. Wij staan naast moedige burgers die wereldwijd de weg wijzen naar een veilige, groene, sociale en diervriendelijke wereld. Samen doorbreken we oude machtsstructuren, zodat mensen weer de ruimte krijgen om mee te beslissen over de toekomst. Verwoestende commerciële belangen leveren macht in. We versterken de positie van burgers en maatschappelijke organisaties. Geen blinde focus op economische groei, maar op Europees en internationaal niveau samenwerken voor het welzijn van mens, dier en planeet. Iedereen wil een gezonde en veilige leefomgeving en ruimte om zichzelf te zijn. Maar dat is nog lang niet vanzelfsprekend. Biodiversiteitsverlies bedreigt ecosystemen en onze voedselzekerheid. Klimaatverandering maakt gebieden onbewoonbaar. Milieuvervuiling vernietigt de leefomgeving van alle levende wezens.",Expliciete vermelding van klimaatverandering als wereldwijde crisis die gebieden onbewoonbaar maakt,"klimaatverandering, internationale klimaatpolitiek",1,4,1,2,4,3,2,moral,4,3,False
1488,pvdd,2023,pvdd-2023.pdf,105-109,"Mede dankzij de groeiende beweging van klimaatstakers, dierenbeschermers en natuuractivisten, tekent zich de laatste jaren een groenere koers af in de Europese Unie. De Europese Commissie presenteerde de 'Green Deal', met plannen om de natuur beter te beschermen, klimaatverandering tegen te gaan, vervuiling aan te pakken en ons voedselsysteem duurzamer en diervriendelijker te maken. Eindelijk kwam – na decennialange stilstand – de aankondiging dat Europese dierenwelzijnswetten worden aangepakt om misstanden in stallen, bij diertransporten en in slachthuizen tegen te gaan. Maar die groenere koers is pril en kwetsbaar. De Green Deal ligt onder vuur van de industriële agrolobby en haar politieke vertegenwoordigers. Cruciale onderdelen uit de Green Deal, zoals de nieuwe Natuurherstelwet, het verbeteren van Europese dierenwelzijnswetgeving en het verminderen van landbouwgifgebruik, stuiten op weerstand van gevestigde industrieën en conservatieve politici.",Gaat over de Europese Green Deal en plannen om klimaatverandering tegen te gaan,"Green Deal, klimaatverandering, Europees klimaatbeleid",1,2,2,1,3,2,4,weaponization,4,2,False
1489,pvdd,2023,pvdd-2023.pdf,109-110,"klimaatverandering tegen te gaan, vervuiling aan te pakken en ons voedselsysteem duurzamer en diervriendelijker te maken. Eindelijk kwam – na decennialange stilstand – de aankondiging dat Europese dierenwelzijnswetten worden aangepakt om misstanden in stallen, bij diertransporten en in slachthuizen tegen te gaan. Maar die groenere koers is pril en kwetsbaar. De Green Deal ligt onder vuur van de industriële agrolobby en haar politieke vertegenwoordigers. Cruciale onderdelen uit de Green Deal, zoals de nieuwe Natuurherstelwet, het verbeteren van Europese dierenwelzijnswetgeving en het verminderen van landbouwgifgebruik, stuiten op weerstand van gevestigde industrieën en conservatieve politici. En dat terwijl de Green Deal, als we de wetenschap volgen, veel ambitieuzer zou moeten zijn. Het groene EU-beleid is verre van consistent. Miljardensubsidies uitgeven aan de vee-industrie is desastreus voor mens, dier en de toekomst van onze planeet. Dat geldt ook voor het Europese vrijhandelsbeleid, denk bijvoorbeeld aan het Mercosur-verdrag. Besluiten die door de EU worden genomen, zijn steevast gemotiveerd door economische belangen. Economische groei blijft koste wat kost het streven – en is zelfs een van de overkoepelende doelen van de Green Deal.",Expliciete verwijzing naar klimaatverandering tegengaan en kritiek op Green Deal vanuit klimaatperspectief,"klimaatverandering, Green Deal, duurzaamheid, miljardensubsidies",4,3,3,1,3,3,4,economic,4,6,False
1490,pvdd,2023,pvdd-2023.pdf,109-110,"Een van de belangrijkste pijlers onder de Green Deal wordt verlegd: we gaan van economische groei naar een economie binnen de draagkracht van de Aarde, in lijn met het 1,5-gradendoel en zonder verspilling van energie en grondstoffen.","Direct gekoppeld aan 1,5-gradendoel en energiebesparing binnen klimaatkader","1,5-gradendoel, energie, Green Deal",3,1,2,1,2,3,2,economic,3,2,False
1491,pvdd,2023,pvdd-2023.pdf,109-110,"Europese fossiele subsidies voor luchtvaart, scheepvaart en industrie worden afgeschaft via een hervorming van de Energiebelastingrichtlijn.",Betreft afschaffing fossiele subsidies als klimaatmaatregel,"fossiele subsidies, energiebelasting, luchtvaart, scheepvaart",2,1,1,1,2,1,2,economic,2,0,False
1492,pvdd,2023,pvdd-2023.pdf,109-110,"Nederland gaat klimaatbeleid voeren in lijn met de wetenschap en zet zich in voor een eerlijke transitie naar een klimaatneutraal Europa in 2030, waarbij coulance wordt betracht met lidstaten die langer de tijd nodig hebben, maar (historisch) een kleiner aandeel hebben in de klimaatcrisis dan andere lidstaten.",Concrete klimaatdoelstelling voor klimaatneutraliteit in 2030 en eerlijke transitie,"klimaatbeleid, klimaatneutraal, klimaatcrisis, transitie",1,3,2,1,1,2,2,moral,3,1,False
1493,pvdd,2023,pvdd-2023.pdf,109-110,De energiebesparingsdoelen van de EU worden ambitieuzer.,Direct gericht op energiebesparing als klimaatmaatregel,"energiebesparing, EU-doelen",1,1,1,1,1,1,1,economic,1,0,False
1494,pvdd,2023,pvdd-2023.pdf,109-110,"Nederland pleit ervoor dat de EU kernenergie, aardgas en houtige biomassa niet langer aanmerkt als 'hernieuwbare' en duurzame energiebronnen.",Betreft energiebeleid en wat wel/niet als duurzame energie moet gelden,"kernenergie, aardgas, biomassa, hernieuwbare energie, duurzame energie",1,1,1,1,1,1,2,weaponization,2,0,False
1495,pvdd,2023,pvdd-2023.pdf,110-111,Middelen uit noodfondsen gaan voortaan alleen nog naar duurzame sectoren. De fossiele industrie en de vee-industrie worden uitgesloten van steun.,Betreft directe uitsluiting van fossiele industrie van financiële steun ten behoeve van duurzame sectoren,"fossiele brandstoffen, duurzame financiering, energietransitie",2,3,1,1,2,2,3,moral,3,2,False
1496,pvdd,2023,pvdd-2023.pdf,110-111,De langetermijnbudgetten van de EU staan in dienst van het bestrijden van de klimaat- en biodiversiteitscrisis en de transitie naar een economie die de maatschappelijke waarde maximaliseert in plaats van de Aarde uitput. Het begrotingskader van de EU wordt daarop aangepast. Het huidige kader is volstrekt achterhaald voor de uitdagingen van vandaag.,Expliciet gericht op bestrijden van klimaatcrisis en economische transitie weg van uitputting van de Aarde,"klimaatcrisis, klimaatfinanciering, economische transitie, EU-begroting",3,2,2,1,2,4,2,crisis_urgency,4,2,False
1497,pvdd,2023,pvdd-2023.pdf,110-111,"Er komen Europese burgerraden voor klimaat-, dierenwelzijns- en voedselbeleid, ondersteund door een wetenschappelijke raad. De burgerraden worden een officieel aanvullend raadplegingsinstrument dat de Commissie (en op termijn het Europees Parlement) meteen kan activeren.",Behelst institutionele democratisering van klimaatbeleidsvorming op EU-niveau,"klimaatbeleid, democratisering, burgerparticipatie",1,1,2,1,1,1,2,scientific,2,0,False
1498,pvdd,2023,pvdd-2023.pdf,111-113,Het oplossen van grensoverschrijdende problemen zoals de klimaat- en biodiversiteitscrisis vraagt om Europese inzet.,Noemt expliciet klimaatcrisis als grensoverschrijdend probleem dat Europese aanpak vereist,"klimaatcrisis, Europees klimaatbeleid",1,1,1,1,2,2,1,health_environment,2,0,False
1499,pvdd,2023,pvdd-2023.pdf,111-113,"Vervuilers gaan betalen, in plaats van bepalen. We willen dat vervuilende productie Europawijd wordt belast en burgers worden geholpen mee te komen in de transitie naar een natuurvriendelijke en klimaatneutrale samenleving, waarbij lidstaten zelf verantwoordelijk blijven voor de inning en besteding van de opbrengsten.",Stelt beleid voor om vervuiling te belasten en klimaatneutrale samenleving te realiseren,"vervuilerbelasting, klimaatneutrale samenleving, energietransitie",3,4,1,1,2,2,2,moral,4,2,False
1500,pvdd,2023,pvdd-2023.pdf,111-113,Nederland zet zich ervoor in om de maandelijkse verhuizing van het Europees Parlement van Brussel naar Straatsburg te stoppen. Eén plek voor het Europees Parlement is genoeg en bespaart de burger jaarlijks meer dan 100 miljoen euro en enorm veel CO2 uitstoot.,Koppelt institutionele hervorming expliciet aan CO2-reductie,"CO2-reductie, transport",4,1,3,1,3,1,1,economic,4,3,False
1501,pvdd,2023,pvdd-2023.pdf,113-114,"Ook kreeg de PvdD de Kamer en de minister mee om uit het Energy Charter Treaty te stappen, het verdrag waarmee energiebedrijven Nederland konden aanklagen voor miljarden euro's compensatie vanwege het stoppen met kolen.",Betreft het Energy Charter Treaty en het stoppen met kolen in relatie tot energietransitie,"energietransitie, fossiele brandstoffen, kolencentrales",2,1,1,2,2,1,2,economic,2,0,False
1502,pvdd,2023,pvdd-2023.pdf,113-114,"De Partij voor de Dieren wil dat bestaanszekerheid, het klimaat, biodiversiteit, de volksgezondheid, mensen- en dierenrechten en regionale landbouw het uitgangspunt worden van handelsbeleid, niet de kortetermijnbelangen van multinationals en de agro-industrie.",Stelt klimaat expliciet als uitgangspunt voor handelsbeleid,"klimaatbeleid, internationale afspraken",1,3,1,1,3,1,2,moral,3,2,False
1503,pvdd,2023,pvdd-2023.pdf,113-114,"We zetten in op internationale afspraken om mensen, dieren, milieu, natuur en het klimaat te beschermen en de economie groener en eerlijker te maken. Niet op nog meer destructieve vrijhandelsverdragen.",Pleit voor internationale klimaatbescherming en groene economie,"klimaatbeleid, internationale afspraken, groene economie",3,3,1,1,2,1,2,economic,3,2,False
1504,pvdd,2023,pvdd-2023.pdf,113-114,"Als de EU handelsakkoorden gaat sluiten, moeten die gericht zijn op een groene economie en verbetering van de positie van kwetsbare mensen. Daarbij horen bindende en afdwingbare afspraken over duurzaamheid, biodiversiteit, klimaat, mensenrechten en dierenwelzijn.",Eist bindende klimaatafspraken in handelsakkoorden als onderdeel van groene economie,"klimaatbeleid, internationale afspraken, groene economie, duurzaamheid",2,3,1,1,3,1,2,moral,3,2,False
1505,pvdd,2023,pvdd-2023.pdf,114-116,Er komt een klimaatplicht voor grote vervuilers en financiële instellingen. Bedrijven moeten met een klimaatplan laten zien hoe ze hun uitstoot in de hele keten terugdringen.,Direct voorstel voor klimaatbeleid met verplichte uitstootreductie voor bedrijven,"CO2-reductie, klimaatplicht, uitstoot",1,4,2,1,2,1,2,moral,4,1,False
